participantId,ai_group,wave,session_id,n_followup_turns,followup_words,length_per_round,status,behavioral,cognitive,emotional,autonomy,social_presence,overall,overall_label
2052,Extremely Risk-Seeking,wave1,7,1,39,39.0,ok,2,2,2,3.0,2,2.2,Moderate
2053,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2057,Risk-Neutral,wave1,7,1,11,11.0,ok,1,1,1,2.0,0,1.0,Low
2060,Default,wave1,7,1,4,4.0,ok,1,1,3,0.0,2,1.4,Low
2063,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2064,Extremely Risk-Seeking,wave1,7,2,30,15.0,ok,2,2,2,1.0,0,1.4,Moderate
2065,Extremely Risk-Averse,wave3,15,1,15,15.0,ok,1,1,1,1.0,0,0.8,Low
2066,Somewhat Risk-Averse,wave3,15,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
2068,Extremely Risk-Averse,wave1,7,1,20,20.0,ok,2,2,2,2.0,1,1.8,Moderate
2069,Extremely Risk-Seeking,wave2,12,1,18,18.0,ok,2,2,1,1.0,1,1.4,Low
2071,Somewhat Risk-Averse,wave1,7,1,12,12.0,ok,1,1,1,1.0,0,0.8,Low
2072,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2073,Extremely Risk-Averse,wave2,12,1,9,9.0,ok,1,1,1,3.0,0,1.2,Low
2075,Extremely Risk-Seeking,wave1,7,1,13,13.0,ok,1,2,2,1.0,0,1.2,Low
2078,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2088,Risk-Neutral,wave1,7,1,10,10.0,ok,1,2,1,2.0,0,1.2,Low
2090,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2091,Somewhat Risk-Seeking,wave3,15,1,13,13.0,ok,1,1,1,2.0,1,1.2,Low
2093,Extremely Risk-Averse,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
2094,Extremely Risk-Averse,wave2,12,2,25,12.5,ok,3,2,2,2.0,1,2.0,Moderate
2096,Extremely Risk-Seeking,wave3,15,3,103,34.333333333333336,ok,3,3,2,3.0,1,2.4,Moderate
2097,Default,wave2,12,2,24,12.0,ok,2,1,3,3.0,2,2.2,Moderate
2099,Somewhat Risk-Seeking,wave2,12,1,27,27.0,ok,2,2,2,2.0,1,1.8,Moderate
2100,Somewhat Risk-Averse,wave1,7,1,5,5.0,ok,1,0,3,1.0,2,1.4,Low
2102,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2103,Extremely Risk-Seeking,wave2,12,1,24,24.0,ok,2,2,2,2.0,0,1.6,Moderate
2104,Extremely Risk-Seeking,wave2,12,1,20,20.0,ok,2,2,1,3.0,1,1.8,Moderate
2106,Default,wave1,7,2,10,5.0,ok,1,1,2,2.0,1,1.4,Low
2107,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2108,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2109,Somewhat Risk-Seeking,wave3,15,3,22,7.333333333333333,ok,3,2,1,1.0,0,1.4,Moderate
2112,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2115,Extremely Risk-Averse,wave3,15,1,5,5.0,ok,1,1,1,1.0,0,0.8,Low
2116,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2118,Somewhat Risk-Seeking,wave3,15,2,27,13.5,ok,2,1,2,1.0,0,1.2,Moderate
2121,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2122,Extremely Risk-Seeking,wave3,15,1,6,6.0,ok,0,1,2,1.0,0,0.8,Low
2123,Somewhat Risk-Seeking,wave3,15,1,4,4.0,ok,1,1,1,1.0,0,0.8,Low
2124,Somewhat Risk-Averse,wave2,12,1,9,9.0,ok,1,2,1,2.0,0,1.2,Low
2125,Somewhat Risk-Seeking,wave3,15,1,2,2.0,ok,1,0,2,0.0,2,1.0,Low
2126,Extremely Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2128,Extremely Risk-Seeking,wave3,15,1,6,6.0,ok,1,1,1,2.0,0,1.0,Low
2130,Extremely Risk-Seeking,wave2,12,3,31,10.333333333333334,ok,3,3,2,3.0,1,2.4,Moderate
2132,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2133,Risk-Neutral,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2134,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2135,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2139,Extremely Risk-Averse,wave3,15,2,25,12.5,ok,3,3,1,2.0,0,1.8,Moderate
2140,Risk-Neutral,wave1,7,3,25,8.333333333333334,ok,3,2,3,3.0,2,2.6,High
2145,Extremely Risk-Seeking,wave1,7,4,45,11.25,ok,3,3,2,2.0,1,2.2,Moderate
2149,Default,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
2153,Extremely Risk-Averse,wave2,12,1,14,14.0,ok,1,2,1,1.0,0,1.0,Low
2157,Risk-Neutral,wave2,12,2,49,24.5,ok,3,3,2,2.0,1,2.2,Moderate
2166,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2167,Somewhat Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2169,Risk-Neutral,wave2,12,1,12,12.0,ok,1,1,1,1.0,0,0.8,Low
2170,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2171,Extremely Risk-Averse,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
2173,Extremely Risk-Seeking,wave3,15,4,62,15.5,ok,3,2,2,2.0,2,2.2,Moderate
2175,Extremely Risk-Seeking,wave2,12,4,31,7.75,ok,3,1,2,1.0,0,1.4,Low
2179,Extremely Risk-Seeking,wave2,12,1,14,14.0,ok,2,1,1,2.0,1,1.4,Low
2182,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2183,Extremely Risk-Seeking,wave2,12,2,33,16.5,ok,2,2,2,2.0,2,2.0,Moderate
2185,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2187,Default,wave3,15,1,14,14.0,ok,1,1,2,2.0,0,1.2,Low
2188,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2189,Somewhat Risk-Averse,wave1,5,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
2196,Extremely Risk-Seeking,wave3,15,1,18,18.0,ok,2,2,1,2.0,0,1.4,Moderate
2204,Extremely Risk-Averse,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
2205,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2208,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2213,Extremely Risk-Averse,wave1,5,3,89,29.666666666666668,ok,3,3,2,3.0,2,2.6,High
2214,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2217,Extremely Risk-Averse,wave3,15,2,27,13.5,ok,3,2,2,2.0,1,2.0,Moderate
2220,Somewhat Risk-Seeking,wave1,7,1,6,6.0,ok,1,0,2,0.0,1,0.8,Low
2222,Somewhat Risk-Seeking,wave3,15,1,3,3.0,ok,1,1,1,1.0,0,0.8,Low
2223,Risk-Neutral,wave2,12,2,31,15.5,ok,2,2,3,2.0,2,2.2,Moderate
2224,Somewhat Risk-Seeking,wave2,12,4,82,20.5,ok,3,3,3,3.0,3,3.0,High
2225,Somewhat Risk-Seeking,wave3,15,2,8,4.0,ok,2,1,1,2.0,0,1.2,Low
2226,Default,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
2228,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2231,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2233,Somewhat Risk-Averse,wave1,5,1,5,5.0,ok,1,1,1,1.0,0,0.8,Low
2235,Extremely Risk-Averse,wave3,15,1,12,12.0,ok,1,1,1,1.0,0,0.8,Low
2236,Somewhat Risk-Seeking,wave3,15,2,15,7.5,ok,2,2,1,1.0,1,1.4,Low
2237,Extremely Risk-Averse,wave2,12,2,132,66.0,ok,3,3,2,3.0,2,2.6,High
2239,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2241,Somewhat Risk-Averse,wave1,7,3,112,37.333333333333336,ok,3,3,2,3.0,2,2.6,High
2244,Default,wave1,7,1,21,21.0,ok,2,2,2,1.0,1,1.6,Moderate
2245,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2248,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2249,Somewhat Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2252,Extremely Risk-Averse,wave2,12,1,15,15.0,ok,2,2,0,2.0,1,1.4,Low
2253,Risk-Neutral,wave2,12,2,17,8.5,ok,2,1,2,1.0,1,1.4,Low
2254,Risk-Neutral,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
2255,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2256,Default,wave1,7,2,61,30.5,ok,3,3,2,1.0,0,1.8,Moderate
2258,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2261,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2262,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2264,Extremely Risk-Averse,wave3,15,1,3,3.0,ok,0,1,1,1.0,0,0.6,Low
2271,Extremely Risk-Seeking,wave2,12,1,10,10.0,ok,2,2,2,2.0,0,1.6,Moderate
2272,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2274,Extremely Risk-Seeking,wave2,12,2,20,10.0,ok,2,1,1,1.0,0,1.0,Low
2275,Extremely Risk-Averse,wave2,12,1,10,10.0,ok,1,2,1,3.0,0,1.4,Moderate
2276,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2277,Default,wave3,15,1,7,7.0,ok,1,1,3,0.0,2,1.4,Low
2279,Extremely Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2281,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2282,Somewhat Risk-Averse,wave2,12,2,11,5.5,ok,3,2,1,1.0,1,1.6,Moderate
2285,Default,wave3,15,1,6,6.0,ok,1,2,1,1.0,0,1.0,Low
2288,Default,wave1,7,2,39,19.5,ok,2,2,2,3.0,2,2.2,Moderate
2291,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2293,Somewhat Risk-Seeking,wave3,15,1,17,17.0,ok,2,2,1,2.0,0,1.4,Moderate
2300,Somewhat Risk-Seeking,wave3,15,4,27,6.75,ok,1,1,2,2.0,2,1.6,Moderate
2301,Default,wave1,7,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
2303,Extremely Risk-Seeking,wave3,15,1,9,9.0,ok,1,1,1,1.0,0,0.8,Low
2305,Extremely Risk-Seeking,wave1,7,2,14,7.0,ok,2,2,1,1.0,1,1.4,Moderate
2307,Somewhat Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2310,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2312,Extremely Risk-Averse,wave1,7,1,21,21.0,ok,2,2,1,2.0,0,1.4,Moderate
2314,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2316,Somewhat Risk-Seeking,wave3,15,3,68,22.666666666666668,ok,3,3,2,3.0,2,2.6,High
2317,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2318,Default,wave3,15,2,41,20.5,ok,3,3,2,2.0,1,2.2,Moderate
2322,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2325,Default,wave2,12,1,10,10.0,ok,1,1,1,1.0,0,0.8,Low
2328,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2330,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2331,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2332,Somewhat Risk-Seeking,wave3,15,1,20,20.0,ok,2,2,2,1.0,1,1.6,Moderate
2333,Default,wave3,15,2,32,16.0,ok,3,2,1,2.0,1,1.8,Moderate
2336,Risk-Neutral,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2337,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2338,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2342,Somewhat Risk-Seeking,wave3,15,1,8,8.0,ok,1,1,1,1.0,0,0.8,Low
2344,Somewhat Risk-Averse,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
2347,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2348,Extremely Risk-Averse,wave2,12,1,12,12.0,ok,1,2,2,1.0,1,1.4,Low
2349,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2358,Default,wave3,15,2,9,4.5,ok,1,1,3,3.0,2,2.0,Moderate
2361,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2362,Extremely Risk-Seeking,wave2,12,4,70,17.5,ok,3,3,2,1.0,2,2.2,Moderate
2367,Risk-Neutral,wave3,15,1,42,42.0,ok,2,2,2,2.0,1,1.8,Moderate
2369,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2372,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2374,Somewhat Risk-Averse,wave1,7,1,21,21.0,ok,2,2,1,1.0,1,1.4,Moderate
2376,Somewhat Risk-Seeking,wave3,15,1,19,19.0,ok,2,2,1,1.0,0,1.2,Moderate
2378,Default,wave3,15,4,25,6.25,ok,3,2,2,2.0,1,2.0,Moderate
2380,Default,wave3,15,1,24,24.0,ok,2,3,2,2.0,0,1.8,Moderate
2383,Extremely Risk-Seeking,wave1,7,1,27,27.0,ok,2,2,2,2.0,1,1.8,Moderate
2386,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2388,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2389,Extremely Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2392,Extremely Risk-Averse,wave3,15,2,84,42.0,ok,3,3,2,3.0,3,2.8,High
2395,Somewhat Risk-Averse,wave2,12,2,15,7.5,ok,2,1,1,1.0,0,1.0,Low
2400,Somewhat Risk-Averse,wave3,15,1,5,5.0,ok,1,1,1,0.0,0,0.6,Low
2401,Extremely Risk-Seeking,wave3,15,4,78,19.5,ok,3,3,2,3.0,2,2.6,High
2402,Somewhat Risk-Seeking,wave2,12,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
2403,Somewhat Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2405,Extremely Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2406,Extremely Risk-Averse,wave1,7,1,59,59.0,ok,2,3,3,3.0,2,2.6,High
2407,Default,wave3,15,2,22,11.0,ok,3,2,2,2.0,1,2.0,Moderate
2408,Somewhat Risk-Averse,wave1,7,1,12,12.0,ok,2,1,2,1.0,1,1.4,Moderate
