participantId,dual_condition,wave,session_id,n_followup_turns,followup_words,length_per_round,status,behavioral,cognitive,emotional,autonomy,social_presence,overall,overall_label
2242,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2243,dual_opposition,wave1,8,1,16,16.0,ok,2,2,2,1.0,0,1.4,Low
2246,dual_nonbiased,wave1,10,4,64,16.0,ok,3,2,2,2.0,1,2.0,Moderate
2247,dual_nonbiased,wave2,14,2,32,16.0,ok,2,1,3,1.0,2,1.8,Moderate
2250,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2251,dual_opposition,wave2,14,3,105,35.0,ok,3,3,2,1.0,1,2.0,Moderate
2257,dual_balanced,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
2260,dual_opposition,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
2263,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2265,dual_nonbiased,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
2266,dual_nonbiased,wave3,17,2,8,4.0,ok,2,1,2,1.0,1,1.4,Low
2267,dual_opposition,wave1,8,1,6,6.0,ok,2,1,2,1.0,1,1.4,Moderate
2268,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2269,dual_opposition,wave2,14,1,12,12.0,ok,1,1,1,1.0,0,0.8,Low
2270,dual_nonbiased,wave3,17,2,4,2.0,ok,2,1,1,1.0,1,1.2,Low
2278,dual_nonbiased,wave1,11,0,0,,no_followup,0,0,0,,0,0.0,
2280,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2283,dual_balanced,wave3,17,2,28,14.0,ok,3,3,2,2.0,1,2.2,Moderate
2286,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2289,dual_opposition,wave1,8,1,22,22.0,ok,2,2,2,2.0,1,1.8,Moderate
2290,dual_opposition,wave2,14,1,14,14.0,ok,2,2,1,2.0,0,1.4,Low
2292,dual_balanced,wave2,14,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
2295,dual_opposition,wave2,14,2,15,7.5,ok,2,2,2,2.0,1,1.8,Moderate
2296,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2297,dual_balanced,wave2,14,2,32,16.0,ok,3,2,1,3.0,1,2.0,Moderate
2298,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2299,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2302,dual_nonbiased,wave1,8,1,16,16.0,ok,2,1,1,1.0,0,1.0,Low
2304,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2306,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2308,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2309,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2311,dual_nonbiased,wave3,17,1,9,9.0,ok,1,1,2,1.0,1,1.2,Low
2313,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2315,dual_nonbiased,wave3,17,2,13,6.5,ok,2,1,1,1.0,0,1.0,Low
2319,dual_opposition,wave3,17,2,43,21.5,ok,2,3,2,2.0,1,2.0,Moderate
2321,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2323,dual_balanced,wave1,11,1,15,15.0,ok,2,2,1,2.0,0,1.4,Low
2324,dual_opposition,wave2,14,1,18,18.0,ok,2,2,2,2.0,1,1.8,Moderate
2326,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2329,dual_opposition,wave1,10,1,46,46.0,ok,2,3,2,2.0,1,2.0,Moderate
2334,dual_balanced,wave2,14,1,9,9.0,ok,1,1,1,1.0,1,1.0,Low
2339,dual_opposition,wave1,11,1,9,9.0,ok,1,1,1,1.0,0,0.8,Low
2340,dual_opposition,wave2,14,3,28,9.333333333333334,ok,2,2,1,2.0,1,1.6,Moderate
2343,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2345,dual_nonbiased,wave2,14,1,28,28.0,ok,2,2,2,1.0,1,1.6,Moderate
2350,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2351,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2353,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2354,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2355,dual_nonbiased,wave1,8,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
2356,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2357,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2363,dual_balanced,wave1,11,1,13,13.0,ok,1,1,2,2.0,1,1.4,Low
2364,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2368,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2370,dual_nonbiased,wave1,11,1,13,13.0,ok,1,1,2,2.0,1,1.4,Low
2371,dual_balanced,wave2,14,4,50,12.5,ok,3,2,1,2.0,1,1.8,Moderate
2373,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2375,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2377,dual_nonbiased,wave1,6,2,13,6.5,ok,1,1,2,1.0,1,1.2,Low
2379,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2381,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2387,dual_opposition,wave1,8,1,5,5.0,ok,1,1,1,1.0,0,0.8,Low
2391,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2393,dual_nonbiased,wave1,8,1,15,15.0,ok,2,1,2,1.0,1,1.4,Low
2394,dual_nonbiased,wave1,6,4,34,8.5,ok,3,2,2,2.0,1,2.0,Moderate
2398,dual_opposition,wave3,17,2,34,17.0,ok,3,3,3,3.0,3,3.0,High
2404,dual_opposition,wave1,8,2,21,10.5,ok,3,2,2,2.0,1,2.0,Moderate
